driver,car,qualifying_time,season,round
zhou,Alfa Romeo,1:18.540,2023,3
sargeant,Williams,1:18.557,2023,3
bottas,Alfa Romeo,1:18.714,2023,3
perez,Red Bull,00.000,2023,3
leclerc,Ferrari,1:40.203,2023,4
max_verstappen,Red Bull,1:40.391,2023,4
perez,Red Bull,1:40.495,2023,4
sainz,Ferrari,1:41.016,2023,4
hamilton,Mercedes,1:41.177,2023,4
alonso,Aston Martin,1:41.253,2023,4
norris,McLaren,1:41.281,2023,4
tsunoda,AlphaTauri,1:41.581,2023,4
stroll,Aston Martin,1:41.611,2023,4
piastri,McLaren,1:41.611,2023,4
russell,Mercedes,1:41.654,2023,4
ocon,Alpine F1 Team,1:41.798,2023,4
albon,Williams,1:41.818,2023,4
bottas,Alfa Romeo,1:42.259,2023,4
sargeant,Williams,1:42.395,2023,4
zhou,Alfa Romeo,1:42.642,2023,4
hulkenberg,Haas F1 Team,1:42.755,2023,4
kevin_magnussen,Haas F1 Team,1:43.417,2023,4
gasly,Alpine F1 Team,1:44.853,2023,4
de_vries,AlphaTauri,00.000,2023,4
perez,Red Bull,1:26.841,2023,5
alonso,Aston Martin,1:27.202,2023,5
sainz,Ferrari,1:27.349,2023,5
kevin_magnussen,Haas F1 Team,1:27.767,2023,5
gasly,Alpine F1 Team,1:27.786,2023,5
russell,Mercedes,1:27.804,2023,5
leclerc,Ferrari,1:27.861,2023,5
ocon,Alpine F1 Team,1:27.935,2023,5
max_verstappen,Red Bull,1:26.814,2023,5
bottas,Alfa Romeo,1:27.564,2023,5
albon,Williams,1:27.795,2023,5
hulkenberg,Haas F1 Team,1:27.903,2023,5
hamilton,Mercedes,1:27.975,2023,5
zhou,Alfa Romeo,1:28.091,2023,5
de_vries,AlphaTauri,1:28.395,2023,5
norris,McLaren,1:28.394,2023,5
tsunoda,AlphaTauri,1:28.429,2023,5
stroll,Aston Martin,1:28.476,2023,5
piastri,McLaren,1:28.484,2023,5
sargeant,Williams,1:28.577,2023,5
max_verstappen,Red Bull,1:11.365,2023,6
alonso,Aston Martin,1:11.449,2023,6
leclerc,Ferrari,1:11.471,2023,6
ocon,Alpine F1 Team,1:11.553,2023,6
sainz,Ferrari,1:11.630,2023,6
hamilton,Mercedes,1:11.725,2023,6
gasly,Alpine F1 Team,1:11.933,2023,6
russell,Mercedes,1:11.964,2023,6
tsunoda,AlphaTauri,1:12.082,2023,6
norris,McLaren,1:12.254,2023,6
piastri,McLaren,1:12.395,2023,6
de_vries,AlphaTauri,1:12.428,2023,6
albon,Williams,1:12.527,2023,6
stroll,Aston Martin,1:12.623,2023,6
bottas,Alfa Romeo,1:12.625,2023,6
sargeant,Williams,1:13.113,2023,6
kevin_magnussen,Haas F1 Team,1:13.270,2023,6
